User,Tweet
Obama,Together we can reach the day where every child has a safe loving and permanent home. —President Obama #NFCM
Obama,A full-time worker earning minimum wage makes just $14500 a year. Sign the petition to raise the wage: http://ofa.bo/eaZ  #RaiseTheWage
Obama,Sign the petition for a higher minimum wage: http://ofa.bo/pdn  #RaiseTheWagepic.twitter.com/Lwlc1Gf6H2
Obama,These senators turned their backs on working families today: http://ofa.bo/cbC  #RaiseTheWage
Obama,Sign the petition: Be a part of the fight to raise the federal minimum wage. http://ofa.bo/scm  #RaiseTheWagepic.twitter.com/E4jWgMzbOT
Obama,Raising the minimum wage will be good for American families. Sign the petition today. http://ofa.bo/bct  #RaiseTheWage
Obama,With enough determination and persistence the American people will ultimately win out. —President Obama #RaiseTheWage
Obama,If your member of Congress does not support raising the minimum wage you need to let them know they're out of step. —President Obama
Obama,My message to the American people is this: Don't get discouraged by a vote like the one we saw this morning. Get fired up.—President Obama
Obama,It's a very simple issue. Either you're in favor of raising wages for hard-working Americans or you're not. —President Obama #RaiseTheWage
Obama,America deserves a raise. —President Obama #RaiseTheWage
Obama,About three in four Americans support raising the minimum wage. —President Obama #RaiseTheWage
Obama,By preventing even a vote on this bill they prevented a raise for 28 million hard-working Americans. —President Obama #RaiseTheWage
Obama,WATCH: President Obama responds to the failed vote in the Senate on raising the minimum wage. http://ofa.bo/ibV  #RaiseTheWage
Obama,President Obama discusses the failed Senate vote on raising the minimum wage at 3:10 p.m. ET: http://ofa.bo/ab2 
Obama,You can make a difference. Join the fight for marriage equality today: http://ofa.bo/fcY pic.twitter.com/DUIkSsiM0v
Obama,This is what #1010Means.pic.twitter.com/Bp2QVX7oEk
Obama,Say you'll be a part of the fight to #RaiseTheWage: http://ofa.bo/bcV 
Obama,Living on minimum wage is a hopeless cycle. Meet Gina: http://ofa.bo/aar  #RaiseTheWage
Obama,Volunteers across the country won't let their representatives forget what repealing health care reform could mean: http://ofa.bo/caV 
Obama,Just as shocked about the annual income of a minimum wage earner as these people? Join the fight to #RaiseTheWage: http://ofa.bo/cae 
Obama,If you think America deserves a raise let your senators know: http://ofa.bo/eZv  #RaiseTheWage
Obama,It's time to stand up for American workers and #RaiseTheWage. Join the fight today: http://ofa.bo/rbZ 
Obama,DYK: Someone working full-time at the current federal minimum wage makes only $14500 a year. Time to #RaiseTheWage.pic.twitter.com/P8l74DAaop
Obama,These people agree: It's long past time for Congress to raise the federal minimum wage. http://ofa.bo/fbt  #RaiseTheWage
Obama,Michelle and I join Catholics around the world in celebrating the canonization of Pope John XXIII and Pope John Paul II. —President Obama
Obama,Watch: More than 7 in 10 Americans support raising the national minimum wage. http://ofa.bo/caD  #RaiseTheWage
Obama,Together we must give enduring meaning to the words 'Never Again.' —President Obama on Yom HaShoah
Obama,You're running out of time: Tomorrow is the deadline to put your name on @OFA's permanent health care reform record: http://ofa.bo/bbk 
Obama,Immigration reform—for our families for our nation. Take a stand: http://ofa.bo/jZb pic.twitter.com/5WpznR4ABm
Obama,Last chance: Put your name on @OFA's permanent record of people who helped make health care reform a success. http://ofa.bo/jZX 
Obama,It’s time for $10.10. It’s time to give America a raise. —President Obama http://ofa.bo/aZj  #RaiseTheWage
Obama,Watch the weekly address: President Obama is calling on Congress to raise the minimum wage. http://ofa.bo/fbQ 
Obama,The Affordable Care Act has put quality health care within reach for millions.pic.twitter.com/nNeh6xf6Ls
Obama,In tough times we don't abandon American families. Tell Congress to make it right: http://ofa.bo/eYo  #RenewUIpic.twitter.com/SylMgkElCa
Obama,There's one fewer climate change denier in Congress: http://ofa.bo/bb1  #ActOnClimate
Obama,Organizing for Action is for you. Be a part of @OFA: http://ofa.bo/sb8 pic.twitter.com/8nOT1pK1Cx
Obama,Commit to #ActOnClimate today:http://ofa.bo/eYk 
Obama,Truly you made history. —President Obama http://ofa.bo/dYf 
Obama,Be a part of this. http://ofa.bo/aZ1  #LoveIsLovepic.twitter.com/tJEz7uyg0l
Obama,A helping hand.pic.twitter.com/1TLPqBh7qY
Obama,It's long past time to restore economic opportunity to all Americans. Add your name: http://ofa.bo/hZa 
Obama,Want to help make immigration reform a reality? http://ofa.bo/qaI  #ActOnReform
Obama,An average of 72000 Americans are losing unemployment insurance every week: http://ofa.bo/cYy 
Obama,Before the Affordable Care Act Isaac hit his lifetime coverage limit in a year. #WhatRepealMeanspic.twitter.com/R1cSaZSECk
Obama,Rosetta has quality affordable health care. Repealing the Affordable Care Act could take it away. #WhatRepealMeanspic.twitter.com/DiwdeN7oQa
Obama,These people have the security of health insurance—but some members of Congress still want to take it away.pic.twitter.com/RSWo79czAa
Obama,The Affordable Care Act makes staying healthy easier. Repeal would make it harder. #WhatRepealMeanspic.twitter.com/HuOhskHAmX
Obama,This is what repealing the Affordable Care Act could mean for this cancer patient. #WhatRepealMeanspic.twitter.com/P1rU4HxxKx
Obama,Millions could lose their health care as they know it if the Affordable Care Act is repealed. Spread the word: http://ofa.bo/gYn 
Obama,No one should have to worry about hitting a lifetime coverage limit if they get sick. #WhatRepealMeanspic.twitter.com/YemdKQwvv2
Obama,This is what #WhatRepealMeans—and why we can't go back.pic.twitter.com/23UATXV5CI
Obama,Repealing the Affordable Care Act would affect millions of Americans. #WhatRepealMeanspic.twitter.com/M3xFtT5DCS
Obama,LIVE: President Obama is speaking at a firehouse in Oso Washington regarding the mudslide. Watch here:http://ofa.bo/jYN 
Obama,Gale is tired of working two jobs and not being able to make ends meet: http://ofa.bo/cYP  #RaiseTheWage
Obama,States are picking up the pace of increasing the minimum wage while Congress sits on the sidelines.http://ofa.bo/hZ7 
Obama,Caring for our planet requires commitment from all of us. —President Obama #HappyEarthDay
Obama,President Truman knew that our citizens deserve the opportunity to achieve and enjoy good health:http://ofa.bo/dXn 
Obama,Congratulations to all the Boston Marathon runners. #BostonStrong
Obama,We need you to lead! @OFA volunteers are telling representatives in the House to act on immigration reform. http://ofa.bo/iZ6 
Obama,The time has arrived for action. —President Harry Truman on the need for health reform. Add your name to history: http://ofa.bo/hYW 
Obama,Big progress is happening at every level to raise the minimum wage—except in Congress. http://ofa.bo/iYx 
Obama,Happy Easter.pic.twitter.com/Jc9YXXFsv8
Obama,Last week 44 senators voted against a bill that would help close the pay gap between women and men. http://ofa.bo/fZK 
Obama,From my family to yours Happy Easter. —President Obama in the weekly addresshttp://ofa.bo/rYw 
Obama,Hello spring.pic.twitter.com/tkkCq0i3Hd
Obama,This weekend Michelle and I join our fellow Christians in marking Good Friday and celebrating Easter. —President Obama
Obama,Health care reform took generations of organizing. Say you were a part of this: http://ofa.bo/jXD  (h/t @OFA) #8Million
Obama,Our country is losing out on the economic gains of immigration reform because the House is stalling. http://ofa.bo/bZ5  #CostOfInaction
Obama,A background check could have saved Cheyenne’s father. Instead he lost his life to gun violence. Read his story: http://ofa.bo/tY1 
Obama,Mark became a victim of gun violence on December 14th 1998. His mother tells his story: http://ofa.bo/tY0 
Obama,See why @OFA volunteers were named White House Champions of Change earlier this month: http://ofa.bo/dX1 pic.twitter.com/9rr30CtsAP
Obama,History. http://ofa.bo/cXA  #8Million
Obama,The Affordable Care Act is working—for millions of Americans.pic.twitter.com/LBNwxvUxkc
Obama,This thing is working. —President Obama #Obamacare #8Million
Obama,Millions of Americans who were uninsured now have coverage. —President Obama
Obama,The number of Americans who have signed up for health insurance in the marketplaces has risen to 8 million. —President Obama
Obama,Up top. #NationalHighFiveDaypic.twitter.com/BXmdPvCU4l
Obama,You inspire us you inspire the country... you inspire me. —President Obama to the @wwpinc Solider Ride participants
Obama,LIVE: President Obama welcomes @wwpinc's Soldier Ride to the White House. http://ofa.bo/gWu 
Obama,Two victories for clean energy in California: http://ofa.bo/fYb  #ActOnClimate
Obama,Everybody who works hard and takes responsibility deserves the chance to get ahead. —President Obama
Obama,We're using existing money to create opportunities for hardworking Americans like you. —President Obama #ActOnJobs
Obama,Retweet if you agree we need to train Americans with the skills employers need. #ActOnJobs
Obama,We've got to make sure [every] job pays a decent wage. —President Obama #RaiseTheWage
Obama,For too many middle class Americans it feels as though the same trends that have been going on for decades are continuing—President Obama
Obama,Everybody has a chance—that's the idea of America. —President Obama
Obama,Too many Americans if they are lucky enough to have a job are working harder and harder just to get by. —President Obama
Obama,In today's economy it's never been more important to make sure that our folks are trained for the jobs that are there. —President Obama
Obama,Watch: President Obama is speaking on the importance of jobs-driven skills training in a 21st century economy.http://ofa.bo/dWR 
Obama,Taking a stand against gun violence matters to Gilbert and his family. See why:http://ofa.bo/tXV 
Obama,"Climate change is about more than data. It's about people. Watch the trailer for ""Years of Living Dangerously"": http://ofa.bo/fYZ "
Obama,President Obama will deliver remarks on jobs-driven skills training in Oakdale PA. Tune in at 3:45 p.m. ET: http://ofa.bo/qYB 
Obama,Millions of Americans can now rely on quality affordable health care coverage:http://ofa.bo/pZD 
Obama,No. 42. He hit it out of the park. #JackieRobinsonDaypic.twitter.com/LcRhzWq7DA
Obama,Millions of Americans now have health insurance—and peace of mind—but it couldn't have happened without you.http://ofa.bo/iXm 
Obama,Watch: Health care reform changed the course of history in America. http://ofa.bo/gWL 
Obama,You made change happen. Be proud. http://ofa.bo/sYG pic.twitter.com/FsVaWUxI1d
Obama,Today we recognize the incredible courage and leadership of so many Bostonians in the wake of unspeakable tragedy. —President Obama
Obama,Happy Passover.pic.twitter.com/sR73wiN5ZI
Obama,If you want to see the House take action to fix our broken immigration system here's how it could happen: http://ofa.bo/gWC 
Obama,Add your voice if you believe women deserve equal pay for equal work. http://ofa.bo/sY0 pic.twitter.com/eYKDDsI58e
Obama,"Watch for free: The first episode of ""Years of Living Dangerously"" is available online. http://ofa.bo/pYX  #ActOnClimate"
Obama,Health care reform changed the course of history in our country—and you played a part. http://ofa.bo/gW1 
Obama,The doctor is in.pic.twitter.com/zPdOx6wWbd
Obama,These are the faces of minimum wage. http://ofa.bo/rX9  #RaiseTheWage
Obama,"Watch the first episode of ""Years of Living Dangerously"" for free online: http://ofa.bo/iX7  #ActOnClimate"
Obama,Retweet if you think it's time the House voted on immigration reform. #CostOfInaction
Obama,"Why is it important to #ActOnClimate? To protect people. Watch the trailer to ""Years of Living Dangerously"": http://ofa.bo/gVj "
Obama,Ensuring that women are paid fairly is a commonsense step to grow our economy. —President Obama http://ofa.bo/tWU  #StandWithWomen
Obama,Watch President Obama discuss his fight for equal opportunity for women in the weekly address. http://ofa.bo/fXf  #StandWithWomen
Obama,The House budget's top-down approach would cut taxes for millionaires and raise them for middle class families:http://ofa.bo/jVO 
Obama,The right to vote is something cherished by every American. —President Obama
Obama,We're not going to let voter suppression go unchallenged. —President Obama
Obama,Justice requires the right to vote.—President Obama
Obama,We have states who just out of political spite are leaving millions of people uninsured.—President Obama
Obama,Opportunity means making the minimum wage a wage you can live on.—President Obama #RaiseTheWage
Obama,We know we have to do more to restore America's promise of opportunity for all people.—President Obama
Obama,LIVE: President Obama is speaking at the @NationalAction Network Convention. Tune in:http://ofa.bo/cVY 
Obama,See how @OFA supporters demanded a #FairFutureNow on Equal Pay Day: http://ofa.bo/dVO 
Obama,Don't miss President Obama's speech at the @NationalAction Network Convention at 4:10 p.m. ET: http://ofa.bo/bXB 
Obama,I urge Congress to follow Minnesota’s lead raise the federal minimum wage and lift wages for 28 million Americans. —President Obama
Obama,ICYMI: The Minnesota Legislature took action and increased the state minimum wage. http://ofa.bo/jVA  #RaiseTheWage
Obama,Meet the next generation of organizers: http://ofa.bo/iWa 
Obama,Do the math: 77 does not equal 100. http://ofa.bo/jUt  #MathNotMyth
Obama,"The real victims of climate change: people. Watch the trailer for ""Years of Living Dangerously"": http://ofa.bo/iWI  #ActOnClimate"
Obama,On average women in America make just 77 cents for every dollar a man makes. It's #MathNotMyth. http://ofa.bo/cUw 
Obama,Throwback to some of the doomsday predictions about health care reform that didn't come true. http://ofa.bo/qWL  #TBT
Obama,Send a message to members of Congress who don't believe in the pay gap—it's #MathNotMyth. Help fight for equality: http://ofa.bo/rWN 
Obama,LIVE: President Obama is speaking at the Civil Rights Summit marking the 50th anniversary of the Civil Rights Act.http://ofa.bo/bWh 
Obama,Sad fact: On average a full-time working woman earns just $0.77 for every $1 that a man earns. http://ofa.bo/pXJ  #MathNotMyth
Obama,Show the world you are Organizing for Action: http://ofa.bo/jUZ pic.twitter.com/izR8gDkzb4
Obama,Here's how immigration reform could become a reality:http://ofa.bo/iVy 
Obama,Add your name to be a part of the history of health reform: http://ofa.bo/sWx 
Obama,WATCH: The President is at Fort Hood paying tribute to the victims of the recent tragedy. http://ofa.bo/dUL 
Obama,Every day Americans carry forward the tradition of service embedded in our character as a people. —President Obama #NationalVolunteerWeek
Obama,Women are the breadwinners in 40% of U.S. households but on average make 23% less than men: http://ofa.bo/dU6  #FairFutureNow
Obama,Show your support for equal pay: http://ofa.bo/pWi  #FairFutureNow
Obama,Women make up nearly half of the workforce but on average make only 77 cents to the dollar of a man. #FairFutureNow
Obama,Fair pay: f­­or all of America’s daughters.pic.twitter.com/UgF2qhWUjh
Obama,What determines success should not be our gender but rather our talent. —President Obama http://ofa.bo/cUQ  #FairFutureNow
Obama,Yesterday the Senate voted to renew unemployment insurance but there's still more work to do. See how you can help: http://ofa.bo/fWM 
Obama,Meet Shivani one of thousands of people making a difference by turning their passion into action with @OFA: http://ofa.bo/iVX 
Obama,No daughter should be paid less than somebody else's son for the same work: http://ofa.bo/iVN  #FairFutureNowpic.twitter.com/SupdQcFScK
Obama,Tomorrow the Senate has the chance to start making this right by passing a bill called the Paycheck Fairness Act. —Obama on #EqualPay
Obama,This is personal for me. I've got two daughters and I expect them to be treated just like anybody's sons. —President Obama #FairFutureNow
Obama,America deserves equal pay for equal work. —President Obama #FairFutureNow
Obama,There are commentators out there saying that the pay gap doesn't even exist... It's not a myth it's math. —President Obama #FairFutureNow
Obama,I'm going to sign an executive order to create more pay transparency. —President Obama #FairFutureNow
Obama,This is not just an issue of fairness it's a family issue and an economic issue. —President Obama #FairFutureNow
Obama,Retweet if you agree that when women succeed America succeeds. #FairFutureNow
Obama,We've got to fight for an opportunity agenda. —President Obama #WomenSucceed
Obama,We've got to build an economy that works for everybody not just those at the top. —President Obama
Obama,Equal Pay Day means that a woman has to work about this far into 2014 in order to earn what a man earned in 2013. —President Obama
Obama,I didn't know I was paid unfairly and I had no way to find out. —Lilly Ledbetter on #EqualPay #FairFutureNow
Obama,LIVE: The President kicks off Equal Pay Day by discussing ways to strengthen equal pay laws for women. http://ofa.bo/aUc  #FairFutureNow
Obama,Retweet if you believe women deserve the same pay as men for the same work. #FairFutureNow
Obama,The Senate just took action on a bipartisan bill to #RenewUI for more than 2 million Americans. It's up to the House to follow suit.
Obama,Proud of health care reform? Then add your name to the permanent record of people who helped make it happen: http://ofa.bo/dTS 
Obama,The Maryland Legislature did the right thing for its workers today by increasing the state minimum wage to $10.10 an hour.—President Obama
Obama,See who's joining the #immigration reform Dream Team: http://ofa.bo/hUi  #CostOfInaction
Obama,Every young person deserves a fair shot. —President Obama #CollegeOpportunity
Obama,We want education that engages you. —President Obama #CollegeOpportunity
Obama,We want to invest in your future. —President Obama #CollegeOpportunity
Obama,Our businesses have created almost 9 million new jobs over the last four years. —President Obama
Obama,More young people are earning college degrees than ever before. —President Obama #CollegeOpportunity
Obama,WATCH: The President is discussing ways to better prepare high school students for college and the job market.http://ofa.bo/eTe 
Obama,Fighting for change never goes out of style: http://ofa.bo/dSy pic.twitter.com/XxuYgh7wMD
Obama,Too many Americans have gone without unemployment insurance for too long: http://ofa.bo/bVL  #RenewUI
Obama,Show your @OFA pride. http://ofa.bo/tU1 pic.twitter.com/IU98ETCnU6
Obama,The budget I sent Congress earlier this year is built on the idea of opportunity for all. —President Obamahttp://ofa.bo/cSx 
Obama,Watch: In his weekly address President Obama discusses the importance of a budget that builds economic opportunity.http://ofa.bo/dSl 
Obama,If you're proud of what health care reform has accomplished put your name on this list: http://ofa.bo/tTj pic.twitter.com/jK8uOiNYtf
Obama,Retweet if you're ready to give these women a raise. #RaiseTheWagepic.twitter.com/GrN7oohf27
Obama,FACT: Droughts in the southwest U.S. are expected to last over 5 years by 2050. It's time to #ActOnClimate.
Obama,That’s why 7.1 million folks have health insurance—because people got the word out. —President Obama http://ofa.bo/bUf 
Obama,There are more than 10 reasons #DavidLetterman will be missed.pic.twitter.com/UoLVRZduF7
Obama,Health care reform changed the course of history. Add your name to the permanent record of supporters: http://ofa.bo/hTC 
Obama,Watch: Thanks to people like you millions more Americans now have health coverage—and peace of mind. http://ofa.bo/gS9 
Obama,The #CostOfInaction on immigration is having a real affect on local communities. Read these letters to the editor:http://ofa.bo/cRl 
Obama,No more stalling: Climate change deniers need to understand now that this is a real threat. http://ofa.bo/bTt  #ActOnClimate
Obama,America is a place for everybody—that's what we're fighting for. —President Obama
Obama,It's time for ten-ten. It's time to give America a raise. —President Obama #RaiseTheWage to $10.10
Obama,You can give America the shaft or you can give it a raise. —President Obama to Congress on the upcoming vote to #RaiseTheWage
Obama,Members of Congress have a fresh chance to show which side they are on. —President Obama on the upcoming vote to #RaiseTheWage
Obama,It's like that movie Groundhog Day—except it's not funny. —President Obama on the attempts to dismantle Obamacare
Obama,FACT: The majority of minimum wage jobs are held by women. #RaiseTheWage
Obama,Don't 'boo'—organize. That's what you need to do. They may not hear the boos but they can read a petition. —President Obama #OFAction
Obama,Republicans in Congress don't want to raise it at all. —President Obama #RaiseTheWage
Obama,Nearly 3 in 4 Americans support raising the minimum wage. —President Obama #RaiseTheWage
Obama,Fair wages and higher profits are not mutually exclusive. They go hand in hand. —President Obama #RaiseTheWage
Obama,Raising wages is not just a job for organizers not just a job for elected officials—it's also a job for businesses. —President Obama
Obama,I don't want my daughters getting paid less than someone else's sons for the same job. —President Obama #StandWithWomen
Obama,The good news is more young people are earning college degrees than ever before. —President Obama
Obama,In America we do not believe in opportunity just for the few—we believe that everybody should have a chance at success. —President Obama
Obama,We just went through the first month since 2003 where no U.S. soldier was killed in either Afghanistan or Iraq. —President Obama
Obama,7.1 million Americans have now signed up for coverage ... That's enough to fill up the Big House 65 times. —President Obama to @UMich
Obama,We're now seeing the manufacturing sector add jobs for the first time since the 1990s. —President Obama #RaiseTheWage
Obama,Our economy is doing better it's growing. —President Obama #RaiseTheWage
Obama,The Reuben is killer. —President Obama on @Zingermans in Michigan
Obama,LIVE: President Obama is talking about raising the national minimum wage. Watch here: http://ofa.bo/dRf  #RaiseTheWage
Obama,President Obama wants to give America a raise. Watch him discuss the minimum wage at @UMich at 3:00 p.m. ET: http://ofa.bo/pTl 
Obama,Thanks to the Affordable Care Act insurers can no longer deny health coverage to people because they have autism. #WorldAutismAwarenessDay
Obama,On World Autism Awareness Day we offer our support and respect to all those on the autism spectrum. —President Obama
Obama,Here's what these people have to say about health care reform. #ThisIsWhypic.twitter.com/F2qMSCV6RC
Obama,This is worth celebrating. #7MillionAndCountingpic.twitter.com/jevAin14GL
Obama,I want to thank everybody that worked so hard to ensure that we arrived at this point today. —President Obama #7MillionAndCounting
Obama,President Obama: As messy as it's been sometimes the Affordable Care Act is progress—it's making sure everyone has health care.
Obama,The debate over repealing this law is over. The Affordable Care Act is here to stay. —President Obama #7MillionAndCounting
Obama,This law is doing what it's supposed to do. It's working. It's helping people from coast to coast. —President Obama #7MillionAndCounting
Obama,Women the sick survivors—they deserve fair treatment in our health care system. —President Obama #7MillionAndCounting
Obama,Retweet if you agree: We'll work to get more Americans covered with each passing year. #7MillionAndCounting
Obama,Because of this law millions of our fellow citizens know the security of health insurance. —President Obama #7MillionAndCounting
Obama,You can now go to http://healthcare.gov  year-round to enroll when circumstances in your life change. —President Obama
Obama,The share of Americans with insurance is up and the growth of insurance costs is down. —President Obama #7MillionAndCounting
Obama,This law is bringing greater security to Americans who already have coverage. —President Obama #7MillionAndCounting
Obama,7.1 million people have now signed up for private insurance plans. —President Obama #7MillionAndCounting
Obama,Six months ago today a big part of the Affordable Care Act kicked in. —President Obama #7MillionAndCounting
Obama,LIVE: President Obama is speaking about health care enrollment.http://ofa.bo/hSP 
Obama,Don't miss it: President Obama will deliver a statement on health care enrollment at 4:15 p.m. ET. http://ofa.bo/sTU 
Obama,Today there are more than 7 million new reasons why health care reform matters. Thanks for fighting for it:http://ofa.bo/fTY 
Obama,In my eyes Obamacare literally saved my life. #ThisIsWhy Margaret is thankful for health care reform: http://ofa.bo/fTX 
Obama,The @IPCC_CH report warns about the dangers of climate change. Tell your member of Congress: Don't be a #ClimateFool. http://ofa.bo/iSw 
Obama,FINAL HOURS: It's the last call for health coverage in 2014: http://ofa.bo/tS9  #GetCoveredNow
Obama,Can't volunteer as much as you'd like? There's another way to help out: http://ofa.bo/iSs 
Obama,It’s not an option anymore: It’s time to #ActOnClimate. Chip in to help make a difference: http://ofa.bo/bTG 
Obama,Don't have time to volunteer? You can still do your part. Chip in now: http://ofa.bo/sTH 
Obama,Right now @OFA is looking for new members for the team that will make 2014 a year to remember. Are you in? http://ofa.bo/dRC 
Obama,Some of the most important grassroots organizing in the country is happening right now. Do your part: http://ofa.bo/cR2 
Obama,Play ball.pic.twitter.com/ve8uzW5Z4M
Obama,Make your mark on issues you care about. Chip in: http://ofa.bo/rSK 
Obama,Fight back against the other side's scare tactics: http://ofa.bo/rSJ pic.twitter.com/6mjBmGkJHC
Obama,Do your part to help keep the momentum going on issues you care about: http://ofa.bo/jRM 
Obama,You still have a chance to #BeatTheBuzzer: Enroll now before it's too late. http://ofa.bo/sSx pic.twitter.com/yUyWuQIZdS
Obama,There's still time to #BeatTheBuzzer: Check out your options and #GetCoveredNow. http://ofa.bo/iSL 
Obama,Retweet so people know there's still time to #BeatTheBuzzer and get covered before today's deadline. http://ofa.bo/aRi 
Obama,DEADLINE: You can #BeatTheBuzzer by getting insurance right now. http://ofa.bo/rS7  #GetCoveredNow
Obama,TODAY: Your last chance to get health insurance in 2014. http://ofa.bo/cQe  #GetCoveredNow
Obama,The March 31st deadline is here and President Obama has a message to share:http://ofa.bo/pSo 
Obama,Today is the last day: Don't miss this chance. http://ofa.bo/qSD  #GetCoveredNowpic.twitter.com/Oie7vOhYyn
Obama,Don't miss your shot to chip in: http://ofa.bo/bSK pic.twitter.com/bVLRn8PPKw
Obama,Some members of Congress still don't want to talk about climate change. Help change the conversation: http://ofa.bo/dQM 
Obama,Don’t put it off any longer: #GetCoveredNow. http://ofa.bo/sSZ  The deadline is March 31st.
Obama,Ready to make 2014 a year of action? Say you're in: http://ofa.bo/dQL 
Obama,Getting health insurance could be easier than you think. But don't wait—enroll by March 31st. http://ofa.bo/cQO  #GetCoveredNow
Obama,Time is running out to help make a difference this quarter. Chip in and make your voice heard: http://ofa.bo/iRs 
Obama,Still haven't bought health insurance? You only have until March 31st: http://ofa.bo/rRY  #GetCoveredNow
Obama,The other side is still spending millions to spread scare tactics. Fight back: http://ofa.bo/cQE pic.twitter.com/IYESs58TuU
Obama,Add this one thing to your to-do list today: #GetCoveredNow. Enrollment ends March 31st: http://ofa.bo/sSN 
Obama,Stand up for the issues you believe in. It's the last day to chip in before the deadline: http://ofa.bo/fSP 
Obama,Chip in and see your name on the @OFA Donor Wall. Don't miss it: http://ofa.bo/hR6 
Obama,The #CostOfInaction on immigration reform? More than $10 billion: http://ofa.bo/iRf pic.twitter.com/XqHhJEUNDr
Obama,Don't take the risk of getting injured without insurance: http://ofa.bo/rRI  #GetCoveredNowpic.twitter.com/FHzA7ebfgU
Obama,Get your name on the @OFA Donor Wall before it's too late: http://ofa.bo/eQO pic.twitter.com/ZX5P7LD3Eg
Obama,This one's easy. —President Obama http://ofa.bo/dPn  #GetCoveredNow
Obama,Want to help spread the word about health care but don't have time on your calendar? Chip in instead: http://ofa.bo/hQv 
Obama,Avoid thousands of dollars worth of medical bills— #GetCoveredNow: http://ofa.bo/gPy pic.twitter.com/XbZhcl5Ph5
Obama,It's crunch time. Do your part to keep the momentum going on the issues that matter to you: http://ofa.bo/pRc 
Obama,Watch: President Obama has a special message for you. http://ofa.bo/aQu 
Obama,Meet Sara an @OFA Fellow and grassroots organizing superstar: http://ofa.bo/sRh 
Obama,Congress may be stalling on immigration reform but you can fight back: http://ofa.bo/iQp  #CostOfInaction
Obama,Want to make sure friends and family get insurance before the deadline? Here are some tweets to help: http://ofa.bo/bRM  #GetCoveredNow
Obama,I have to thank Obamacare for saving my life. Read these five stories about why people are getting covered:http://ofa.bo/qQt 
Obama,Climate change is a real and man-made problem—be a part of the solution: http://ofa.bo/sRX  #ActOnClimate
Obama,A broken arm could cost $7000 without insurance. Don't take that chance: http://ofa.bo/rQY  #GetCoveredNowpic.twitter.com/TJCXJ2ZEjS
Obama,Friends don't let friends miss the deadline for health insurance enrollment. Spread the word: #GetCoveredNow http://ofa.bo/gP5 
Obama,Change doesn't happen on accident... http://ofa.bo/qQO 
Obama,OFA is building something—and you're going to want to be a part of it. http://ofa.bo/pQY pic.twitter.com/YNn9rTOoc0
Obama,DEADLINE: Only three days left. #GetCoveredNow http://ofa.bo/iQQ pic.twitter.com/nVaslxW6i1
Obama,Only three days left to spread the word about health care. Can't help out on the ground? You can still chip in: http://ofa.bo/sQh 
Obama,There are only 4 days left to tell your friends and family why they should #GetCoveredNow:http://ofa.bo/eP6 
Obama,Getting the word out about the March 31st enrollment deadline is important for all kinds of reasons:http://ofa.bo/gOf 
Obama,Even if you can't volunteer you can still pitch in $5 to help spread the word about the health care deadline: http://ofa.bo/pQ6 
Obama,Six million Americans and counting. #GetCoveredNowpic.twitter.com/rRCwhqTowg
Obama,FACT: Nearly 6 in 10 uninsured Americans could get insurance for $100 or less a month. #ACAWorks #GetCoveredNow
Obama,Health insurance can save you thousands of dollars in medical bills. http://ofa.bo/hPP  #GetCoveredNowpic.twitter.com/awSQKa4P3A
Obama,Being sick is not doing something wrong. Everyone deserves health care. http://ofa.bo/qPi  #ThisIsWhy #GetCoveredNow
Obama,Retweet to let your friends and families know: The March 31st deadline is coming. #GetCoveredNow
Obama,Help make change happen—chip in $5: http://ofa.bo/qPg 
Obama,Don't miss your chance to be a part of this: http://ofa.bo/gO6 
Obama,You're awesome. Live like it. Thanks for reminding us @iamkidpresident. #TheKidsNeedToKnowhttp://ofa.bo/gO4 
Obama,It's the grand opening of @OFA's store—use the code LAUNCH5 for $5 off purchases $35 or more: http://ofa.bo/jO7 pic.twitter.com/hIXIlUWLAe
Obama,"Read this: ""The Affordable Care Act Is Working"" http://ofa.bo/rP8  #GetCoveredNow"
Obama,You have until March 31st to enroll in affordable quality health insurance on the new marketplace: http://ofa.bo/tOS 
Obama,Today I applaud the efforts of Democrats in the House to give immigration reform the yes-or-no vote it deserves. —President Obama
Obama,DEADLINE: March 31st http://ofa.bo/fPh  #GetCoveredNow
Obama,Chip in to fight the #CostOfInaction: http://ofa.bo/sPV pic.twitter.com/O3IfV5vecP
Obama,You can help make a difference on the issues that matter to you: http://ofa.bo/rOQ 
Obama,You have less than a week left—time to #GetCoveredNow: http://ofa.bo/bOq  #FOMO
Obama,The #CostOfInaction on immigration reform is more than $10 billion. Chip in to fight back: http://ofa.bo/fOY 
Obama,Chip in and be part of a movement organizing for change: http://ofa.bo/qOe 
Obama,When bad luck strikes... http://ofa.bo/fNk  #GetCoveredNow
Obama,Join millions who have already made their voices heard: http://ofa.bo/cM1 
Obama,We're one week away from the final 2014 enrollment deadline for health coverage. #GetCoveredNow: http://ofa.bo/iNM 
Obama,Nearly 60% of uninsured Americans could get covered for $100/month or less: http://ofa.bo/rNa  #100Challengepic.twitter.com/KprDwTqVoB
Obama,Getting covered doesn't have to break your bank account. Take the #100Challenge and see for yourself: http://ofa.bo/eMv 
Obama,Ready to take the #100Challenge? http://ofa.bo/gMJ pic.twitter.com/etbHLZXR1g
Obama,Help spread these stories of folks who have gotten covered for less than $100/month: http://ofa.bo/hNJ  #100Challenge
